Fish,Scan,Scanner,Scan date,Voxelsize [μm],Source voltage [kV],Source current [μA],Filter,Exposure time [ms],Frame averaging,360° scan,Rotation step [°],Projection size,Scan duration [s],Stacked scans,Total scan duration [s],Ring removal correction,Beam hardening correction,Gray value mapping
BucketOfFish_A_10576_13420_161543_BI10,rec_BI10,SkyScan 2214,2022-02-28 16:40:33,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7796.0,1,7796.0,,,0.05678
BucketOfFish_B_11313_13281_KI30_TS04_ZU12_ZUOS148,rec,SkyScan 2214,2022-03-03 12:19:43,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7814.0,1,7814.0,,,0.048595
BucketOfFish_B_11313_13281_KI30_TS04_ZU12_ZUOS148,rec_11313,SkyScan 2214,2022-03-03 12:19:43,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7814.0,1,7814.0,,,0.055
BucketOfFish_B_11313_13281_KI30_TS04_ZU12_ZUOS148,rec_13281,SkyScan 2214,2022-03-03 12:19:43,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7814.0,1,7814.0,,,0.055
BucketOfFish_B_11313_13281_KI30_TS04_ZU12_ZUOS148,rec_Ki30,SkyScan 2214,2022-03-03 12:19:43,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7814.0,1,7814.0,,,0.055
BucketOfFish_B_11313_13281_KI30_TS04_ZU12_ZUOS148,rec_TS04,SkyScan 2214,2022-03-03 12:19:43,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7814.0,1,7814.0,,,0.055
BucketOfFish_B_11313_13281_KI30_TS04_ZU12_ZUOS148,rec_ZU12,SkyScan 2214,2022-03-03 12:19:43,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7814.0,1,7814.0,,,0.055
BucketOfFish_B_11313_13281_KI30_TS04_ZU12_ZUOS148,rec_ZUOS148,SkyScan 2214,2022-03-03 12:19:43,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7814.0,1,7814.0,,,0.055
BucketOfFish_C_12849_13269_14233_IG291_MB51,rec,SkyScan 2214,2022-03-04 14:23:32,33.000351,70.0,140.0,False,809,,False,0.1,"(3072, 1944)",7228.0,1,7228.0,,,0.05
BucketOfFish_C_12849_13269_14233_IG291_MB51,rec_12849,SkyScan 2214,2022-03-04 14:23:32,33.000351,70.0,140.0,False,809,,False,0.1,"(3072, 1944)",7228.0,1,7228.0,,,0.05
BucketOfFish_C_12849_13269_14233_IG291_MB51,rec_13269,SkyScan 2214,2022-03-04 14:23:32,33.000351,70.0,140.0,False,809,,False,0.1,"(3072, 1944)",7228.0,1,7228.0,,,0.05
BucketOfFish_C_12849_13269_14233_IG291_MB51,rec_14233,SkyScan 2214,2022-03-04 14:23:32,33.000351,70.0,140.0,False,809,,False,0.1,"(3072, 1944)",7228.0,1,7228.0,,,0.05
BucketOfFish_C_12849_13269_14233_IG291_MB51,rec_IG291,SkyScan 2214,2022-03-04 14:23:32,33.000351,70.0,140.0,False,809,,False,0.1,"(3072, 1944)",7228.0,1,7228.0,,,0.05
BucketOfFish_C_12849_13269_14233_IG291_MB51,rec_MB51,SkyScan 2214,2022-03-04 14:23:32,33.000351,70.0,140.0,False,809,,False,0.1,"(3072, 1944)",7228.0,1,7228.0,,,0.05
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec_103734,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec_104621,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec_105005,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec_14125,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec_IG41,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec_MA38,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_D_14125_103734_105621_105005_IG41_MA38_TNB1,rec_TNB1,SkyScan 2214,2022-03-07 15:02:04,34.999866,70.0,140.0,False,728,,True,0.1,"(3072, 1944)",11441.0,1,11441.0,,,0.045
BucketOfFish_E_11313_11807_22479_TNB1_ZU12,rec,SkyScan 2214,2022-05-12 16:43:57,34.999866,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",11587.0,1,11587.0,,,0.047959
BucketOfFish_E_11313_11807_22479_TNB1_ZU12,rec_11313,SkyScan 2214,2022-05-12 16:43:57,34.999866,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",11587.0,1,11587.0,,,0.047959
BucketOfFish_E_11313_11807_22479_TNB1_ZU12,rec_11807,SkyScan 2214,2022-05-12 16:43:57,34.999866,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",11587.0,1,11587.0,,,0.047959
BucketOfFish_E_11313_11807_22479_TNB1_ZU12,rec_22479,SkyScan 2214,2022-05-12 16:43:57,34.999866,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",11587.0,1,11587.0,,,0.047959
BucketOfFish_E_11313_11807_22479_TNB1_ZU12,rec_TNB1,SkyScan 2214,2022-05-12 16:43:57,34.999866,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",11587.0,1,11587.0,,,0.047959
BucketOfFish_E_11313_11807_22479_TNB1_ZU12,rec_ZU12,SkyScan 2214,2022-05-12 16:43:57,34.999866,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",11587.0,1,11587.0,,,0.047959
BucketOfFish_F_14269_14295_22477_22478,rec,SkyScan 2214,2022-05-16 15:00:36,24.999263,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",10290.0,1,10290.0,,,0.077932
BucketOfFish_F_14269_14295_22477_22478,rec_14269,SkyScan 2214,2022-05-16 15:00:36,24.999263,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",10290.0,1,10290.0,,,0.077932
BucketOfFish_F_14269_14295_22477_22478,rec_14295,SkyScan 2214,2022-05-16 15:00:36,24.999263,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",10290.0,1,10290.0,,,0.077932
BucketOfFish_F_14269_14295_22477_22478,rec_22477,SkyScan 2214,2022-05-16 15:00:36,24.999263,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",10290.0,1,10290.0,,,0.077932
BucketOfFish_F_14269_14295_22477_22478,rec_22478,SkyScan 2214,2022-05-16 15:00:36,24.999263,70.0,140.0,False,751,,True,0.1,"(3072, 1944)",10290.0,1,10290.0,,,0.077932
IG104_Yssichromis_core_laparogramma,head.rec_head,SkyScan 2214,2021-10-14 10:36:56,22.999021,70.0,140.0,False,801,,False,0.2,"(1536, 972)",2400.0,1,2400.0,,,0.114865
IG104_Yssichromis_core_laparogramma,rec,SkyScan 2214,2021-07-12 13:49:59,8.00036,70.0,140.0,False,686,,False,0.2,"(3072, 1944)",3058.0,1,3058.0,,,0.134292
IG142_Ptyochromis_xenognathus,head.rec,SkyScan 2214,2021-11-12 10:47:03,19.999749,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2846.0,1,2846.0,,,0.111598
IG142_Ptyochromis_xenognathus,rec,SkyScan 2214,2021-06-25 14:02:50,7.036958,70.0,140.0,False,937,,False,0.2,"(3072, 1944)",3418.0,1,3418.0,,,0.130482
IG156_Ptyochromis_fischeri,head.rec,SkyScan 2214,2021-11-12 13:38:28,23.998779,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2755.0,1,2755.0,,,0.120255
IG156_Ptyochromis_fischeri,rec,SkyScan 2214,2021-08-23 13:45:17,9.000117,70.0,140.0,False,834,,False,0.2,"(3072, 1944)",3335.0,1,3335.0,,,0.125717
IG161_Macropleurodus_bicolor,head.rec,SkyScan 2214,2021-11-15 11:09:12,21.999264,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2798.0,1,2798.0,,,0.115565
IG161_Macropleurodus_bicolor,rec,SkyScan 2214,2021-07-08 10:32:30,7.000603,70.0,140.0,False,686,,False,0.2,"(3072, 1944)",3084.0,1,3084.0,,,0.11829
IG291_Pundamilia_core_igneopinnis,rec,SkyScan 2214,2021-08-30 15:04:58,8.468428,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3919.0,1,3919.0,,,0.131566
IG41_Ptyochromis_red_rock_sheller,rec,SkyScan 2214,2021-09-14 10:02:55,8.468428,70.0,140.0,False,971,,False,0.18,"(3072, 1944)",4046.0,1,4046.0,,,0.125325
IG75_Yssichromis_cf_fusiformis,head.rec,SkyScan 2214,2022-04-28 11:08:16,17.499569,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6714.0,1,6714.0,,,0.149293
IG75_Yssichromis_cf_fusiformis,rec_oj,SkyScan 2214,2022-04-28 13:57:06,7.000603,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6688.0,1,6688.0,,,0.145231
IG75_Yssichromis_cf_fusiformis,rec_pj,SkyScan 2214,2022-04-28 16:12:49,7.000603,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6666.0,1,6666.0,,,0.10242
IG80_Yssichromis_cf_argens,head.rec,SkyScan 2214,2021-09-24 10:35:54,21.999992,70.0,140.0,False,873,,False,0.2,"(3072, 1944)",3621.0,1,3621.0,,,0.067683
IG80_Yssichromis_cf_argens,rec,SkyScan 2214,2021-09-24 12:57:45,7.633783,70.0,140.0,False,873,,False,0.15,"(3072, 1944)",4549.0,1,4549.0,,,0.097658
IG80_Yssichromis_cf_argens,rec_rereconstruct_OJ,SkyScan 2214,2021-09-24 12:57:45,7.633783,70.0,140.0,False,873,,False,0.15,"(3072, 1944)",4549.0,1,4549.0,,,0.129824
IG92_Yssichromis_core_plumbus,head.rec,SkyScan 2214,2022-09-08 19:53:24,11.999389,60.0,140.0,False,1831,,False,0.1,"(3072, 1944)",11112.0,1,11112.0,,,0.123575
IG92_Yssichromis_core_plumbus,rec,SkyScan 1272,2021-01-29 17:31:09,5.000018,60.0,166.0,Al 0.25mm,4133,2.0,False,0.1,"(4904, 3280)",27524.0,1,27524.0,13.0,,0.24767
IG92_Yssichromis_core_plumbus,rec_oj,SkyScan 2214,2022-09-09 01:07:10,5.499452,60.0,140.0,False,1831,,False,0.1,"(3072, 1944)",10593.0,1,10593.0,,,0.19187
IG92_Yssichromis_core_plumbus,rec_pj,SkyScan 2214,2022-09-09 12:22:20,5.499452,60.0,140.0,False,1831,,False,0.1,"(3072, 1944)",10649.0,1,10649.0,,,0.155492
IG94_Yssichromis_core_plumbus,rec,SkyScan 1272,2021-11-29 20:27:08,4.000007,60.0,166.0,Al 0.25mm,1783,3.0,False,0.1,"(4904, 3280)",17664.0,1,17664.0,13.0,,0.327299
IG96_YssichromisAstatotilapia_piceatus,head.rec,SkyScan 2214,2022-09-07 12:43:30,15.000176,60.0,140.0,False,1831,,False,0.1,"(3072, 1944)",11193.0,1,11193.0,,,0.090082
IG96_YssichromisAstatotilapia_piceatus,rec,SkyScan 1272,2020-11-19 17:39:48,5.000018,70.0,142.0,Al 0.5mm,3254,3.0,False,0.1,"(4904, 3280)",28733.0,1,28733.0,13.0,,0.186247
IG96_YssichromisAstatotilapia_piceatus,rec_oj,SkyScan 2214,2022-09-08 12:58:02,5.999331,60.0,140.0,False,1831,,False,0.1,"(3072, 1944)",11117.0,1,11117.0,,,0.145021
IG96_YssichromisAstatotilapia_piceatus,rec_pj,SkyScan 2214,2022-09-08 16:10:15,5.999331,60.0,140.0,False,1831,,False,0.1,"(3072, 1944)",11124.0,1,11124.0,,,0.120589
JU22_Pundamilia_core_big_blue_red,head.rec,SkyScan 2214,2022-02-18 12:26:16,26.001323,70.0,140.0,False,782,,False,0.2,"(1536, 972)",2395.0,1,2395.0,,,0.115598
JU22_Pundamilia_core_big_blue_red,rec,SkyScan 2214,2021-07-15 10:30:18,8.945585,70.0,140.0,False,747,,False,0.2,"(3072, 1944)",3690.0,1,3690.0,,,0.123702
KAT13_Thoracochromis_pharyngalis,head.rec,SkyScan 2214,2022-01-25 09:44:24,13.001449,70.0,139.0,False,740,,False,0.2,"(1536, 972)",2346.0,1,2346.0,,,0.135355
KAT13_Thoracochromis_pharyngalis,jaw.rec,SkyScan 1272,2021-02-03 10:58:47,5.000014,60.0,166.0,Al 0.25mm,1062,3.0,False,0.2,"(2452, 1640)",5362.0,1,5362.0,14.0,,0.360528
KAT13_Thoracochromis_pharyngalis,pharynx.rec,SkyScan 1272,2021-02-03 13:17:33,5.000014,60.0,166.0,Al 0.25mm,1062,3.0,False,0.2,"(2452, 1640)",5482.0,1,5482.0,19.0,,0.249797
KC31_Harpagochromis_squamipinnis,head.rec,SkyScan 2214,2022-01-31 10:38:30,14.001206,70.0,137.0,False,666,,False,0.2,"(1536, 972)",2168.0,1,2168.0,,,0.120422
KC31_Harpagochromis_squamipinnis,jaw.rec,SkyScan 1272,2021-01-29 00:39:37,5.000018,70.0,142.0,Al 0.5mm,3254,3.0,False,0.1,"(4904, 3280)",28719.0,1,28719.0,14.0,10.0,0.193475
KC31_Harpagochromis_squamipinnis,pharynx.rec,SkyScan 1272,2021-02-01 13:22:52,5.000014,60.0,166.0,Al 0.25mm,1062,3.0,False,0.2,"(2452, 1640)",5358.0,1,5358.0,13.0,,0.274372
KI30_Paralabidochromis_rockpicker_pseudorockpicker,rec,SkyScan 2214,2021-07-29 10:32:55,8.230607,70.0,140.0,False,657,,False,0.2,"(3072, 1944)",2957.0,1,2957.0,,,0.13708
MA31_Paralabidochromis_rockpicker_flavus,head.rec,SkyScan 2214,2021-10-19 11:15:30,16.99969,70.0,140.0,False,706,,False,0.1,"(3072, 1944)",5964.0,1,5964.0,,,0.078735
MA31_Paralabidochromis_rockpicker_flavus,rec,SkyScan 2214,2021-06-24 11:59:50,8.588096,70.0,131.0,False,1331,,False,0.2,"(3072, 1944)",4458.0,1,4458.0,,,0.09094
MA31_Paralabidochromis_rockpicker_flavus,rec_rescan,SkyScan 2214,2021-08-20 14:28:47,9.300045,70.0,140.0,False,834,,False,0.2,"(3072, 1944)",3340.0,1,3340.0,,,0.161933
MA31_Paralabidochromis_rockpicker_flavus,rec_rescan_rereconstruct_OJ,SkyScan 2214,2021-08-20 14:28:47,9.300045,70.0,140.0,False,834,,False,0.2,"(3072, 1944)",3340.0,1,3340.0,,,0.148626
MA38_Lipochromis_cryptodon,rec,SkyScan 2214,2021-09-06 11:35:24,6.799137,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",4001.0,1,4001.0,,,0.134509
MA41_double_stripe_group_thereuterion,rec,SkyScan 2214,2021-12-15 19:28:30,7.500482,70.0,140.0,False,569,,False,0.1,"(3072, 1944)",5655.0,1,5655.0,,,0.133071
MB51_Labrochromis_brown_narrow_snout,rec,SkyScan 2214,2021-08-31 14:39:59,8.468428,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3921.0,1,3921.0,,,0.151701
NA4_Incertae_sedis_bwathondii,head.rec,SkyScan 2214,2022-04-04 11:18:02,15.999933,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6599.0,1,6599.0,,,0.089783
NA4_Incertae_sedis_bwathondii,rec_oj,SkyScan 2214,2022-04-04 13:54:25,7.500482,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",7019.0,1,7019.0,,,0.134665
NA4_Incertae_sedis_bwathondii,rec_pj,SkyScan 2214,2022-04-04 16:51:03,7.500482,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6620.0,1,6620.0,,,0.096352
NY75_Labrochromis_cf_theliodon,head.rec,SkyScan 2214,2022-01-17 12:48:59,28.000837,70.0,140.0,False,612,,False,0.2,"(1536, 972)",2075.0,1,2075.0,,,0.115708
NY75_Labrochromis_cf_theliodon,rec,SkyScan 2214,2021-03-30 12:58:52,11.92668,70.0,125.0,False,908,,False,0.2,"(3070, 1944)",3630.0,1,3630.0,,,0.072752
PyOS83_Labrochromis_Python,head.rec,SkyScan 2214,2023-05-08 11:34:16,20.000477,60.0,140.0,False,1050,,False,0.1,"(3072, 1944)",7727.0,1,7727.0,,,0.138456
PyOS83_Labrochromis_Python,rec_oj,SkyScan 2214,2023-05-08 16:42:30,9.54241,60.0,140.0,False,1050,,False,0.1,"(3072, 1944)",8128.0,1,8128.0,,,0.180328
PyOS83_Labrochromis_Python,rec_pj,SkyScan 2214,2023-05-08 18:56:59,10.999632,60.0,140.0,False,1050,,False,0.1,"(3072, 1944)",7677.0,1,7677.0,,,0.080193
PyOS85_Labrochromis_Python,head.rec,SkyScan 2214,2023-05-02 17:48:01,24.999263,60.0,140.0,False,1482,,False,0.1,"(3072, 1944)",10665.0,1,10665.0,,,0.120825
PyOS85_Labrochromis_Python,rec_oj,SkyScan 2214,2023-05-02 20:54:08,10.999632,60.0,140.0,False,1482,,False,0.1,"(3072, 1944)",10069.0,1,10069.0,,,0.157896
PyOS85_Labrochromis_Python,rec_pj,SkyScan 2214,2023-05-02 23:44:49,10.999632,60.0,140.0,False,1482,,False,0.1,"(3072, 1944)",10100.0,1,10100.0,,,0.070909
TJ2_Yssichromis_makreel,head.rec,SkyScan 2214,2022-04-25 11:12:33,15.000176,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6640.0,1,6640.0,,,0.104671
TJ2_Yssichromis_makreel,rec_oj,SkyScan 2214,2022-04-25 13:20:13,5.999331,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6780.0,1,6780.0,,,0.171427
TJ2_Yssichromis_makreel,rec_pj,SkyScan 2214,2022-04-25 15:22:50,5.999331,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6696.0,1,6696.0,,,0.108401
TJ3_Enterochromis_I_paropius,head.rec,SkyScan 2214,2022-01-24 15:20:14,13.001449,70.0,138.0,False,612,,False,0.2,"(1536, 972)",1989.0,1,1989.0,,,0.154967
TJ3_Enterochromis_I_paropius,jaw.rec,SkyScan 1272,2021-01-28 15:14:44,5.000018,70.0,142.0,Al 0.5mm,3254,,False,0.1,"(4904, 3280)",16342.0,1,16342.0,14.0,10.0,0.233489
TJ3_Enterochromis_I_paropius,jaw_v1.rec,SkyScan 1272,2020-10-26 11:39:02,5.000014,70.0,142.0,Al 0.5mm,1162,3.0,False,0.6,"(2452, 1640)",2065.0,1,2065.0,13.0,,0.232513
TJ3_Enterochromis_I_paropius,pharynx.rec_pharyngealjaw,SkyScan 1272,2021-02-01 11:05:12,5.000014,60.0,166.0,Al 0.25mm,1062,3.0,False,0.2,"(2452, 1640)",5361.0,1,5361.0,13.0,,0.302137
TJ3_Enterochromis_I_paropius,rec_oj,SkyScan 2214,2022-03-25 14:57:45,7.500482,70.0,140.0,False,653,,False,0.1,"(3072, 1944)",5949.0,1,5949.0,,,0.130119
TMG15_EnterochromisxPlatytaeniodus_decurved,head.rec,SkyScan 2214,2022-03-10 14:22:44,17.999448,70.0,140.0,False,655,,False,0.1,"(3072, 1944)",6016.0,1,6016.0,,,0.123096
TMG15_EnterochromisxPlatytaeniodus_decurved,rec,SkyScan 2214,2021-07-27 08:42:06,8.34876,70.0,140.0,False,813,,False,0.2,"(3072, 1944)",3261.0,1,3261.0,,,0.095564
TMG15_EnterochromisxPlatytaeniodus_decurved,rec_oj,SkyScan 2214,2022-03-14 11:25:22,7.156626,70.0,139.0,False,999,,False,0.1,"(3072, 1944)",7581.0,1,7581.0,,,0.157337
TNB1_Tridontochromis_sp,rec,SkyScan 2214,2021-07-16 10:42:49,7.750421,70.0,140.0,False,813,,False,0.2,"(3072, 1944)",3324.0,1,3324.0,,,0.14666
TS03_Tridontochromis_sp,head.rec,SkyScan 2214,2022-03-08 14:29:25,21.999264,70.0,140.0,False,748,,False,0.2,"(1536, 972)",2358.0,1,2358.0,,,0.10391
TS03_Tridontochromis_sp,rec,SkyScan 2214,2021-09-02 15:03:27,8.468428,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3924.0,1,3924.0,,,0.093404
TS03_Tridontochromis_sp,rec_oj,SkyScan 2214,2022-03-08 16:25:28,7.156626,70.0,140.0,False,728,,False,0.15,"(3072, 1944)",4181.0,1,4181.0,,,0.134242
TS03_Tridontochromis_sp,rec_rereconstruct,SkyScan 2214,2021-09-02 15:03:27,8.468428,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3924.0,1,3924.0,,,0.107666
TS04_Gaurochromis_hiatus,rec,SkyScan 2214,2021-12-16 11:28:29,7.500482,70.0,140.0,False,569,,False,0.125,"(3072, 1944)",4663.0,1,4663.0,,,0.139957
ZU12_Pundamilia_sp_red_head,rec,SkyScan 2214,2021-09-20 11:14:42,9.000117,70.0,140.0,False,873,,True,0.2,"(3072, 1944)",5582.0,1,5582.0,,,0.184407
ZU12_Pundamilia_sp_red_head,rec_reconstruct,SkyScan 2214,2021-09-20 11:14:42,9.000117,70.0,140.0,False,873,,True,0.2,"(3072, 1944)",5582.0,1,5582.0,,,0.142012
ZuOS115_Mbipia_short_scraper,head.rec,SkyScan 2214,2022-03-11 11:02:55,17.999448,70.0,140.0,False,655,,False,0.1,"(3072, 1944)",5926.0,1,5926.0,,,0.074241
ZuOS115_Mbipia_short_scraper,rec,SkyScan 2214,2021-09-21 10:24:54,8.88045,70.0,140.0,False,873,,False,0.2,"(3072, 1944)",3167.0,1,3167.0,,,0.241971
ZuOS115_Mbipia_short_scraper,rec_oj,SkyScan 2214,2022-03-11 13:13:08,6.750664,70.0,140.0,False,999,,False,0.1,"(3072, 1944)",7481.0,1,7481.0,,,0.318166
ZuOS148_Neochromis_eastern_blue_scraper,rec,SkyScan 2214,2021-09-13 15:22:17,8.468428,70.0,140.0,False,1482,,False,0.2,"(3072, 1944)",4765.0,1,4765.0,,,0.166321
